"SECTOR","FUNDS","UNITS_EXP","COU","YEAR","Unit Code","PowerCode Code","Reference Period Code","Value","Flag Codes"
"TIM","TOTAL_F","DF6","LUX","2011","USD","6","2010",649.806,
"TIM","TOTAL_F","DF6","LUX","2012","USD","6","2010",564.003,"a"
"TIM","TOTAL_F","DF6","LUX","2013","USD","6","2010",600.578,
"TIM","TOTAL_F","DF6","LUX","2014","USD","6","2010",615.081,
"TIM","TOTAL_F","DF6","LUX","2015","USD","6","2010",652.789,"p"
"TIM","TOTAL_F","DF6","MEX","1993","USD","6","2010",2209.661,"c"
"TIM","TOTAL_F","DF6","MEX","1994","USD","6","2010",3077.204,
"TIM","TOTAL_F","DF6","MEX","1995","USD","6","2010",3045.374,
"TIM","TOTAL_F","DF6","MEX","1996","USD","6","2010",3206.342,
"TIM","TOTAL_F","DF6","MEX","1997","USD","6","2010",3807.848,
"TIM","TOTAL_F","DF6","MEX","1998","USD","6","2010",4380.277,
"TIM","TOTAL_F","DF6","MEX","1999","USD","6","2010",5172.317,
"TIM","TOTAL_F","DF6","MEX","2000","USD","6","2010",4786.906,
"TIM","TOTAL_F","DF6","MEX","2001","USD","6","2010",5058.901,
"TIM","TOTAL_F","DF6","MEX","2002","USD","6","2010",5640.825,
"TIM","TOTAL_F","DF6","MEX","2003","USD","6","2010",5690.649,
"TIM","TOTAL_F","DF6","MEX","2004","USD","6","2010",6012.721,"a"
"TIM","TOTAL_F","DF6","MEX","2005","USD","6","2010",6353.918,
"TIM","TOTAL_F","DF6","MEX","2006","USD","6","2010",6155.475,
"TIM","TOTAL_F","DF6","MEX","2007","USD","6","2010",7322.828,"a"
"TIM","TOTAL_F","DF6","MEX","2008","USD","6","2010",8191.986,
"TIM","TOTAL_F","DF6","MEX","2009","USD","6","2010",8562.86,
"TIM","TOTAL_F","DF6","MEX","2010","USD","6","2010",9291.092,
"TIM","TOTAL_F","DF6","MEX","2011","USD","6","2010",9283.361,
"TIM","TOTAL_F","DF6","MEX","2012","USD","6","2010",9234.638,
"TIM","TOTAL_F","DF6","MEX","2013","USD","6","2010",9573.933,
"TIM","TOTAL_F","DF6","MEX","2014","USD","6","2010",10442.273,"p; c"
"TIM","TOTAL_F","DF6","MEX","2015","USD","6","2010",10987.934,"p; c"
"TIM","TOTAL_F","DF6","NLD","1981","USD","6","2010",6144.336,
"TIM","TOTAL_F","DF6","NLD","1982","USD","6","2010",6439.48,"a"
"TIM","TOTAL_F","DF6","NLD","1983","USD","6","2010",6713.114,
"TIM","TOTAL_F","DF6","NLD","1984","USD","6","2010",6692.127,
"TIM","TOTAL_F","DF6","NLD","1985","USD","6","2010",7391.768,
"TIM","TOTAL_F","DF6","NLD","1986","USD","6","2010",8038.051,
"TIM","TOTAL_F","DF6","NLD","1987","USD","6","2010",8555.171,
"TIM","TOTAL_F","DF6","NLD","1988","USD","6","2010",8589.577,
"TIM","TOTAL_F","DF6","NLD","1989","USD","6","2010",8567.057,
"TIM","TOTAL_F","DF6","NLD","1990","USD","6","2010",9121.129,"a"
"TIM","TOTAL_F","DF6","NLD","1991","USD","6","2010",8850.987,
"TIM","TOTAL_F","DF6","NLD","1992","USD","6","2010",8690.63,
"TIM","TOTAL_F","DF6","NLD","1993","USD","6","2010",8906.508,
"TIM","TOTAL_F","DF6","NLD","1994","USD","6","2010",9355.123,"a"
"TIM","TOTAL_F","DF6","NLD","1995","USD","6","2010",9717.186,
"TIM","TOTAL_F","DF6","NLD","1996","USD","6","2010",10142.375,"a"
"TIM","TOTAL_F","DF6","NLD","1997","USD","6","2010",10605.359,
"TIM","TOTAL_F","DF6","NLD","1998","USD","6","2010",10484.658,
"TIM","TOTAL_F","DF6","NLD","1999","USD","6","2010",11506.119,"a"
"TIM","TOTAL_F","DF6","NLD","2000","USD","6","2010",11749.347,
"TIM","TOTAL_F","DF6","NLD","2001","USD","6","2010",12065.821,
"TIM","TOTAL_F","DF6","NLD","2002","USD","6","2010",11767.199,
"TIM","TOTAL_F","DF6","NLD","2003","USD","6","2010",12045.159,
"TIM","TOTAL_F","DF6","NLD","2004","USD","6","2010",12301.745,
"TIM","TOTAL_F","DF6","NLD","2005","USD","6","2010",12454.54,
"TIM","TOTAL_F","DF6","NLD","2006","USD","6","2010",12645.651,
"TIM","TOTAL_F","DF6","NLD","2007","USD","6","2010",12588.165,
"TIM","TOTAL_F","DF6","NLD","2008","USD","6","2010",12473.663,
"TIM","TOTAL_F","DF6","NLD","2009","USD","6","2010",12312.811,
"TIM","TOTAL_F","DF6","NLD","2010","USD","6","2010",12777.044,
"TIM","TOTAL_F","DF6","NLD","2011","USD","6","2010",14332.487,"a"
"TIM","TOTAL_F","DF6","NLD","2012","USD","6","2010",14452.164,"a"
"TIM","TOTAL_F","DF6","NLD","2013","USD","6","2010",14523.037,
"TIM","TOTAL_F","DF6","NLD","2014","USD","6","2010",15094.956,
"TIM","TOTAL_F","DF6","NLD","2015","USD","6","2010",15493.603,"p"
"TIM","TOTAL_F","DF6","NZL","1981","USD","6","2010",653.945,"b"
"TIM","TOTAL_F","DF6","NZL","1983","USD","6","2010",620.361,"b"
"TIM","TOTAL_F","DF6","NZL","1989","USD","6","2010",639.396,
"TIM","TOTAL_F","DF6","NZL","1990","USD","6","2010",731.525,
"TIM","TOTAL_F","DF6","NZL","1991","USD","6","2010",710.949,
"TIM","TOTAL_F","DF6","NZL","1992","USD","6","2010",738.012,"a"
"TIM","TOTAL_F","DF6","NZL","1993","USD","6","2010",795.224,
"TIM","TOTAL_F","DF6","NZL","1995","USD","6","2010",829.484,
"TIM","TOTAL_F","DF6","NZL","1997","USD","6","2010",1009.308,
"TIM","TOTAL_F","DF6","NZL","1999","USD","6","2010",978.427,
"TIM","TOTAL_F","DF6","NZL","2001","USD","6","2010",1185.019,"a"
"TIM","TOTAL_F","DF6","NZL","2003","USD","6","2010",1358.73,
"TIM","TOTAL_F","DF6","NZL","2005","USD","6","2010",1413.589,
"TIM","TOTAL_F","DF6","NZL","2007","USD","6","2010",1552.858,
"TIM","TOTAL_F","DF6","NZL","2009","USD","6","2010",1687.556,
"TIM","TOTAL_F","DF6","NZL","2011","USD","6","2010",1719.473,
"TIM","TOTAL_F","DF6","NZL","2013","USD","6","2010",1683.184,
"TIM","TOTAL_F","DF6","NOR","1981","USD","6","2010",1438.79,
"TIM","TOTAL_F","DF6","NOR","1982","USD","6","2010",1524.385,"c"
"TIM","TOTAL_F","DF6","NOR","1983","USD","6","2010",1621.87,
"TIM","TOTAL_F","DF6","NOR","1984","USD","6","2010",1835.042,"a; c"
"TIM","TOTAL_F","DF6","NOR","1985","USD","6","2010",2046.73,
"TIM","TOTAL_F","DF6","NOR","1987","USD","6","2010",2209.287,
"TIM","TOTAL_F","DF6","NOR","1989","USD","6","2010",2257.165,
"TIM","TOTAL_F","DF6","NOR","1991","USD","6","2010",2325.199,
"TIM","TOTAL_F","DF6","NOR","1993","USD","6","2010",2532.718,
"TIM","TOTAL_F","DF6","NOR","1995","USD","6","2010",2716.04,"a"
"TIM","TOTAL_F","DF6","NOR","1997","USD","6","2010",2978.612,
"TIM","TOTAL_F","DF6","NOR","1999","USD","6","2010",3154.644,
"TIM","TOTAL_F","DF6","NOR","2001","USD","6","2010",3539.505,
"TIM","TOTAL_F","DF6","NOR","2002","USD","6","2010",3623.667,
"TIM","TOTAL_F","DF6","NOR","2003","USD","6","2010",3771.583,
"TIM","TOTAL_F","DF6","NOR","2004","USD","6","2010",3725.319,
"TIM","TOTAL_F","DF6","NOR","2005","USD","6","2010",3894.05,
"TIM","TOTAL_F","DF6","NOR","2006","USD","6","2010",4106.87,
"TIM","TOTAL_F","DF6","NOR","2007","USD","6","2010",4493.995,
"TIM","TOTAL_F","DF6","NOR","2008","USD","6","2010",4726.869,
"TIM","TOTAL_F","DF6","NOR","2009","USD","6","2010",4749.42,
"TIM","TOTAL_F","DF6","NOR","2010","USD","6","2010",4681.158,
"TIM","TOTAL_F","DF6","NOR","2011","USD","6","2010",4827.859,
"TIM","TOTAL_F","DF6","NOR","2012","USD","6","2010",4979.204,
"TIM","TOTAL_F","DF6","NOR","2013","USD","6","2010",5123.352,
"TIM","TOTAL_F","DF6","NOR","2014","USD","6","2010",5310.592,
"TIM","TOTAL_F","DF6","NOR","2015","USD","6","2010",5806.172,"p"
"TIM","TOTAL_F","DF6","POL","1990","USD","6","2010",3263.094,
"TIM","TOTAL_F","DF6","POL","1991","USD","6","2010",2550.483,
"TIM","TOTAL_F","DF6","POL","1992","USD","6","2010",2688.604,
"TIM","TOTAL_F","DF6","POL","1993","USD","6","2010",2787.746,
"TIM","TOTAL_F","DF6","POL","1994","USD","6","2010",2699.619,"d"
"TIM","TOTAL_F","DF6","POL","1995","USD","6","2010",2614.179,"a"
"TIM","TOTAL_F","DF6","POL","1996","USD","6","2010",2869.268,
"TIM","TOTAL_F","DF6","POL","1997","USD","6","2010",3072.529,
"TIM","TOTAL_F","DF6","POL","1998","USD","6","2010",3297.7,
"TIM","TOTAL_F","DF6","POL","1999","USD","6","2010",3560.299,
"TIM","TOTAL_F","DF6","POL","2000","USD","6","2010",3505.416,
"TIM","TOTAL_F","DF6","POL","2001","USD","6","2010",3443.133,
"TIM","TOTAL_F","DF6","POL","2002","USD","6","2010",3146.799,
"TIM","TOTAL_F","DF6","POL","2003","USD","6","2010",3147.86,
"TIM","TOTAL_F","DF6","POL","2004","USD","6","2010",3393.517,
"TIM","TOTAL_F","DF6","POL","2005","USD","6","2010",3577.551,
"TIM","TOTAL_F","DF6","POL","2006","USD","6","2010",3717.67,
"TIM","TOTAL_F","DF6","POL","2007","USD","6","2010",4059.154,
"TIM","TOTAL_F","DF6","POL","2008","USD","6","2010",4512.706,
"TIM","TOTAL_F","DF6","POL","2009","USD","6","2010",5118.258,
"TIM","TOTAL_F","DF6","POL","2010","USD","6","2010",5782.035,
"TIM","TOTAL_F","DF6","POL","2011","USD","6","2010",6284.363,
"TIM","TOTAL_F","DF6","POL","2012","USD","6","2010",7540.892,
"TIM","TOTAL_F","DF6","POL","2013","USD","6","2010",7556.242,
"TIM","TOTAL_F","DF6","POL","2014","USD","6","2010",8428.345,
"TIM","TOTAL_F","DF6","POL","2015","USD","6","2010",9358.21,
"TIM","TOTAL_F","DF6","PRT","1982","USD","6","2010",410.918,
"TIM","TOTAL_F","DF6","PRT","1983","USD","6","2010",449.925,"c"
"TIM","TOTAL_F","DF6","PRT","1984","USD","6","2010",457.245,
"TIM","TOTAL_F","DF6","PRT","1985","USD","6","2010",517.779,"c"
"TIM","TOTAL_F","DF6","PRT","1986","USD","6","2010",547.898,
"TIM","TOTAL_F","DF6","PRT","1987","USD","6","2010",623.434,"c"
"TIM","TOTAL_F","DF6","PRT","1988","USD","6","2010",673.966,
"TIM","TOTAL_F","DF6","PRT","1989","USD","6","2010",835.363,"c"
"TIM","TOTAL_F","DF6","PRT","1990","USD","6","2010",937.63,
"TIM","TOTAL_F","DF6","PRT","1991","USD","6","2010",1083.884,"c"
"TIM","TOTAL_F","DF6","PRT","1992","USD","6","2010",1180.881,
"TIM","TOTAL_F","DF6","PRT","1993","USD","6","2010",1151.256,"c"
"TIM","TOTAL_F","DF6","PRT","1994","USD","6","2010",1123.408,"c"
"TIM","TOTAL_F","DF6","PRT","1995","USD","6","2010",1137.029,
"TIM","TOTAL_F","DF6","PRT","1996","USD","6","2010",1251.538,"c"
"TIM","TOTAL_F","DF6","PRT","1997","USD","6","2010",1340.469,
"TIM","TOTAL_F","DF6","PRT","1998","USD","6","2010",1556.936,"c"
"TIM","TOTAL_F","DF6","PRT","1999","USD","6","2010",1763.313,
"TIM","TOTAL_F","DF6","PRT","2000","USD","6","2010",1938.31,"c"
"TIM","TOTAL_F","DF6","PRT","2001","USD","6","2010",2094.469,
"TIM","TOTAL_F","DF6","PRT","2002","USD","6","2010",1991.648,"c"
"TIM","TOTAL_F","DF6","PRT","2003","USD","6","2010",1907.796,
"TIM","TOTAL_F","DF6","PRT","2004","USD","6","2010",2029.015,"c"
"TIM","TOTAL_F","DF6","PRT","2005","USD","6","2010",2124.146,
"TIM","TOTAL_F","DF6","PRT","2006","USD","6","2010",2719.809,"c"
"TIM","TOTAL_F","DF6","PRT","2007","USD","6","2010",3283.236,
"TIM","TOTAL_F","DF6","PRT","2008","USD","6","2010",4228.877,"a"
"TIM","TOTAL_F","DF6","PRT","2009","USD","6","2010",4484.841,
"TIM","TOTAL_F","DF6","PRT","2010","USD","6","2010",4433.585,
"TIM","TOTAL_F","DF6","PRT","2011","USD","6","2010",4137.481,
"TIM","TOTAL_F","DF6","PRT","2012","USD","6","2010",3755.313,
"TIM","TOTAL_F","DF6","PRT","2013","USD","6","2010",3574.473,
"TIM","TOTAL_F","DF6","PRT","2014","USD","6","2010",3506.659,
"TIM","TOTAL_F","DF6","PRT","2015","USD","6","2010",3521.941,"p"
"TIM","TOTAL_F","DF6","SVK","1992","USD","6","2010",1063.628,"a; d; t"
"TIM","TOTAL_F","DF6","SVK","1993","USD","6","2010",836.422,"d; t"
"TIM","TOTAL_F","DF6","SVK","1994","USD","6","2010",582.446,"a; d"
"TIM","TOTAL_F","DF6","SVK","1995","USD","6","2010",636.784,"d"
"TIM","TOTAL_F","DF6","SVK","1996","USD","6","2010",669.885,"d"
"TIM","TOTAL_F","DF6","SVK","1997","USD","6","2010",837.769,"a"
"TIM","TOTAL_F","DF6","SVK","1998","USD","6","2010",634.075,
"TIM","TOTAL_F","DF6","SVK","1999","USD","6","2010",533.209,
"TIM","TOTAL_F","DF6","SVK","2000","USD","6","2010",534.403,
"TIM","TOTAL_F","DF6","SVK","2001","USD","6","2010",540.363,
"TIM","TOTAL_F","DF6","SVK","2002","USD","6","2010",509.047,
"TIM","TOTAL_F","DF6","SVK","2003","USD","6","2010",535.283,
"TIM","TOTAL_F","DF6","SVK","2004","USD","6","2010",502.348,
"TIM","TOTAL_F","DF6","SVK","2005","USD","6","2010",528.257,
"TIM","TOTAL_F","DF6","SVK","2006","USD","6","2010",551.597,
"TIM","TOTAL_F","DF6","SVK","2007","USD","6","2010",575.966,
"TIM","TOTAL_F","DF6","SVK","2008","USD","6","2010",627.131,
"TIM","TOTAL_F","DF6","SVK","2009","USD","6","2010",607.524,
"TIM","TOTAL_F","DF6","SVK","2010","USD","6","2010",830.815,
"TIM","TOTAL_F","DF6","SVK","2011","USD","6","2010",919.565,
"TIM","TOTAL_F","DF6","SVK","2012","USD","6","2010",1134.505,
"TIM","TOTAL_F","DF6","SVK","2013","USD","6","2010",1178.122,
"TIM","TOTAL_F","DF6","SVK","2014","USD","6","2010",1293.654,
"TIM","TOTAL_F","DF6","SVK","2015","USD","6","2010",1795.263,
"TIM","TOTAL_F","DF6","ESP","1981","USD","6","2010",2649.575,
"TIM","TOTAL_F","DF6","ESP","1982","USD","6","2010",3075.65,
"TIM","TOTAL_F","DF6","ESP","1983","USD","6","2010",3082.891,
"TIM","TOTAL_F","DF6","ESP","1984","USD","6","2010",3259.494,
"TIM","TOTAL_F","DF6","ESP","1985","USD","6","2010",3694.61,
"TIM","TOTAL_F","DF6","ESP","1986","USD","6","2010",4240.215,
"TIM","TOTAL_F","DF6","ESP","1987","USD","6","2010",4667.073,
"TIM","TOTAL_F","DF6","ESP","1988","USD","6","2010",5498.394,
"TIM","TOTAL_F","DF6","ESP","1989","USD","6","2010",6066.881,
"TIM","TOTAL_F","DF6","ESP","1990","USD","6","2010",7093.815,
"TIM","TOTAL_F","DF6","ESP","1991","USD","6","2010",7467.87,
"TIM","TOTAL_F","DF6","ESP","1992","USD","6","2010",7882.144,"a"
"TIM","TOTAL_F","DF6","ESP","1993","USD","6","2010",7784.186,
"TIM","TOTAL_F","DF6","ESP","1994","USD","6","2010",7369.116,"c"
"TIM","TOTAL_F","DF6","ESP","1995","USD","6","2010",7567.617,
"TIM","TOTAL_F","DF6","ESP","1996","USD","6","2010",7937.015,"c"
"TIM","TOTAL_F","DF6","ESP","1997","USD","6","2010",8127.178,
"TIM","TOTAL_F","DF6","ESP","1998","USD","6","2010",9253.31,"c"
"TIM","TOTAL_F","DF6","ESP","1999","USD","6","2010",9549.033,
"TIM","TOTAL_F","DF6","ESP","2000","USD","6","2010",10585.52,
"TIM","TOTAL_F","DF6","ESP","2001","USD","6","2010",11074.295,
"TIM","TOTAL_F","DF6","ESP","2002","USD","6","2010",12287.261,
"TIM","TOTAL_F","DF6","ESP","2003","USD","6","2010",13499.625,
"TIM","TOTAL_F","DF6","ESP","2004","USD","6","2010",14149.164,
"TIM","TOTAL_F","DF6","ESP","2005","USD","6","2010",15485.445,
"TIM","TOTAL_F","DF6","ESP","2006","USD","6","2010",17256.638,
"TIM","TOTAL_F","DF6","ESP","2007","USD","6","2010",18858.877,
"TIM","TOTAL_F","DF6","ESP","2008","USD","6","2010",20345.318,"a"
"TIM","TOTAL_F","DF6","ESP","2009","USD","6","2010",20128.808,
"TIM","TOTAL_F","DF6","ESP","2010","USD","6","2010",20105.93,
"TIM","TOTAL_F","DF6","ESP","2011","USD","6","2010",19543.252,
"TIM","TOTAL_F","DF6","ESP","2012","USD","6","2010",18438.549,
"TIM","TOTAL_F","DF6","ESP","2013","USD","6","2010",17852.486,
"TIM","TOTAL_F","DF6","ESP","2014","USD","6","2010",17637.061,
"TIM","TOTAL_F","DF6","ESP","2015","USD","6","2010",18029.348,
"TIM","TOTAL_F","DF6","SWE","1981","USD","6","2010",4273.49,"m; a"
"TIM","TOTAL_F","DF6","SWE","1983","USD","6","2010",4910.236,"m"
"TIM","TOTAL_F","DF6","SWE","1985","USD","6","2010",5890.602,"m"
"TIM","TOTAL_F","DF6","SWE","1987","USD","6","2010",6468.003,"m"
"TIM","TOTAL_F","DF6","SWE","1989","USD","6","2010",6676.169,"m"
"TIM","TOTAL_F","DF6","SWE","1991","USD","6","2010",6486.21,"m"
"TIM","TOTAL_F","DF6","SWE","1993","USD","6","2010",7372.52,"m; a"
"TIM","TOTAL_F","DF6","SWE","1995","USD","6","2010",8340.694,"m; a"
"TIM","TOTAL_F","DF6","SWE","1997","USD","6","2010",9229.419,"m"
"TIM","TOTAL_F","DF6","SWE","1999","USD","6","2010",10364.945,"m"
"TIM","TOTAL_F","DF6","SWE","2001","USD","6","2010",12611.683,"m"
"TIM","TOTAL_F","DF6","SWE","2003","USD","6","2010",12171.896,"m"
"TIM","TOTAL_F","DF6","SWE","2004","USD","6","2010",11914.229,"m"
"TIM","TOTAL_F","DF6","SWE","2005","USD","6","2010",12234.331,"a"
"TIM","TOTAL_F","DF6","SWE","2006","USD","6","2010",13236.421,"l; c"
"TIM","TOTAL_F","DF6","SWE","2007","USD","6","2010",12734.12,
"TIM","TOTAL_F","DF6","SWE","2008","USD","6","2010",13591.14,"c"
"TIM","TOTAL_F","DF6","SWE","2009","USD","6","2010",12718.365,
"TIM","TOTAL_F","DF6","SWE","2010","USD","6","2010",12567.483,"c"
"TIM","TOTAL_F","DF6","SWE","2011","USD","6","2010",13035.013,
"TIM","TOTAL_F","DF6","SWE","2012","USD","6","2010",13126.335,"c"
"TIM","TOTAL_F","DF6","SWE","2013","USD","6","2010",13389.306,"m"
"TIM","TOTAL_F","DF6","SWE","2014","USD","6","2010",13072.415,"c"
"TIM","TOTAL_F","DF6","SWE","2015","USD","6","2010",14108.624,"p"
"TIM","TOTAL_F","DF6","CHE","1981","USD","6","2010",4933.711,
"TIM","TOTAL_F","DF6","CHE","1983","USD","6","2010",4937.108,"a; j"
"TIM","TOTAL_F","DF6","CHE","1986","USD","6","2010",6818.019,"a"
"TIM","TOTAL_F","DF6","CHE","1989","USD","6","2010",7413.853,"a"
"TIM","TOTAL_F","DF6","CHE","1992","USD","6","2010",7219.348,
"TIM","TOTAL_F","DF6","CHE","1996","USD","6","2010",7591.32,
"TIM","TOTAL_F","DF6","CHE","2000","USD","6","2010",8016.149,
"TIM","TOTAL_F","DF6","CHE","2004","USD","6","2010",9640.204,
"TIM","TOTAL_F","DF6","CHE","2008","USD","6","2010",11216.865,
"TIM","TOTAL_F","DF6","CHE","2012","USD","6","2010",12647.852,
"TIM","TOTAL_F","DF6","TUR","1990","USD","6","2010",1378.236,
"TIM","TOTAL_F","DF6","TUR","1991","USD","6","2010",2265.037,
"TIM","TOTAL_F","DF6","TUR","1992","USD","6","2010",2225.501,
"TIM","TOTAL_F","DF6","TUR","1993","USD","6","2010",2173.247,
"TIM","TOTAL_F","DF6","TUR","1994","USD","6","2010",1678.179,
"TIM","TOTAL_F","DF6","TUR","1995","USD","6","2010",1890.759,
"TIM","TOTAL_F","DF6","TUR","1996","USD","6","2010",2403.381,
"TIM","TOTAL_F","DF6","TUR","1997","USD","6","2010",2813.792,
"TIM","TOTAL_F","DF6","TUR","1998","USD","6","2010",2941.91,
"TIM","TOTAL_F","DF6","TUR","1999","USD","6","2010",3584.097,
"TIM","TOTAL_F","DF6","TUR","2000","USD","6","2010",3920.336,
"TIM","TOTAL_F","DF6","TUR","2001","USD","6","2010",4149.933,
"TIM","TOTAL_F","DF6","TUR","2002","USD","6","2010",4308.669,
"TIM","TOTAL_F","DF6","TUR","2003","USD","6","2010",4166.192,
"TIM","TOTAL_F","DF6","TUR","2004","USD","6","2010",4888.228,
"TIM","TOTAL_F","DF6","TUR","2005","USD","6","2010",6042.479,
"TIM","TOTAL_F","DF6","TUR","2006","USD","6","2010",6340.126,
"TIM","TOTAL_F","DF6","TUR","2007","USD","6","2010",8263.199,
"TIM","TOTAL_F","DF6","TUR","2008","USD","6","2010",8349.526,
"TIM","TOTAL_F","DF6","TUR","2009","USD","6","2010",9303.733,
"TIM","TOTAL_F","DF6","TUR","2010","USD","6","2010",10088.742,
"TIM","TOTAL_F","DF6","TUR","2011","USD","6","2010",11183.209,
"TIM","TOTAL_F","DF6","TUR","2012","USD","6","2010",12250.719,
"TIM","TOTAL_F","DF6","TUR","2013","USD","6","2010",13080.221,
"TIM","TOTAL_F","DF6","TUR","2014","USD","6","2010",14349.806,
"TIM","TOTAL_F","DF6","GBR","1981","USD","6","2010",25170.305,"a"
"TIM","TOTAL_F","DF6","GBR","1983","USD","6","2010",24657.194,
"TIM","TOTAL_F","DF6","GBR","1985","USD","6","2010",26593.737,"a"
"TIM","TOTAL_F","DF6","GBR","1986","USD","6","2010",27615.951,
"TIM","TOTAL_F","DF6","GBR","1987","USD","6","2010",27998.511,
"TIM","TOTAL_F","DF6","GBR","1988","USD","6","2010",28724.266,
"TIM","TOTAL_F","DF6","GBR","1989","USD","6","2010",29355.98,
"TIM","TOTAL_F","DF6","GBR","1990","USD","6","2010",29471.68,
"TIM","TOTAL_F","DF6","GBR","1991","USD","6","2010",28015.133,
"TIM","TOTAL_F","DF6","GBR","1992","USD","6","2010",27626.3,"a"
"TIM","TOTAL_F","DF6","GBR","1993","USD","6","2010",28686.303,
"TIM","TOTAL_F","DF6","GBR","1994","USD","6","2010",29364.881,
"TIM","TOTAL_F","DF6","GBR","1995","USD","6","2010",27495.048,
"TIM","TOTAL_F","DF6","GBR","1996","USD","6","2010",26988.932,
"TIM","TOTAL_F","DF6","GBR","1997","USD","6","2010",27062.528,
"TIM","TOTAL_F","DF6","GBR","1998","USD","6","2010",28201.148,
"TIM","TOTAL_F","DF6","GBR","1999","USD","6","2010",30627.669,
"TIM","TOTAL_F","DF6","GBR","2000","USD","6","2010",31420.705,
"TIM","TOTAL_F","DF6","GBR","2001","USD","6","2010",32131.463,
"TIM","TOTAL_F","DF6","GBR","2002","USD","6","2010",33059.893,
"TIM","TOTAL_F","DF6","GBR","2003","USD","6","2010",33409.709,
"TIM","TOTAL_F","DF6","GBR","2004","USD","6","2010",33189.241,
"TIM","TOTAL_F","DF6","GBR","2005","USD","6","2010",34615.955,
"TIM","TOTAL_F","DF6","GBR","2006","USD","6","2010",35985.59,
"TIM","TOTAL_F","DF6","GBR","2007","USD","6","2010",37804.123,
"TIM","TOTAL_F","DF6","GBR","2008","USD","6","2010",37713.55,"c"
"TIM","TOTAL_F","DF6","GBR","2009","USD","6","2010",37467.234,"c"
"TIM","TOTAL_F","DF6","GBR","2010","USD","6","2010",37609.277,"c"
"TIM","TOTAL_F","DF6","GBR","2011","USD","6","2010",38290.977,
"TIM","TOTAL_F","DF6","GBR","2012","USD","6","2010",37195.856,"c"
"TIM","TOTAL_F","DF6","GBR","2013","USD","6","2010",39027.007,
"TIM","TOTAL_F","DF6","GBR","2014","USD","6","2010",40688.268,"c"
"TIM","TOTAL_F","DF6","GBR","2015","USD","6","2010",42115.013,"p; c"
"TIM","TOTAL_F","DF6","USA","1981","USD","6","2010",151767.417,"j"
"TIM","TOTAL_F","DF6","USA","1982","USD","6","2010",159434.19,"j"
"TIM","TOTAL_F","DF6","USA","1983","USD","6","2010",170833.681,"j"
"TIM","TOTAL_F","DF6","USA","1984","USD","6","2010",187739.377,"j"
"TIM","TOTAL_F","DF6","USA","1985","USD","6","2010",203747.841,"j"
"TIM","TOTAL_F","DF6","USA","1986","USD","6","2010",208979.614,"j"
"TIM","TOTAL_F","DF6","USA","1987","USD","6","2010",214099.222,"j"
"TIM","TOTAL_F","DF6","USA","1988","USD","6","2010",219163.645,"j"
"TIM","TOTAL_F","DF6","USA","1989","USD","6","2010",223574.076,"j"
"TIM","TOTAL_F","DF6","USA","1990","USD","6","2010",231004.871,"j"
"TIM","TOTAL_F","DF6","USA","1991","USD","6","2010",236765.762,"j"
"TIM","TOTAL_F","DF6","USA","1992","USD","6","2010",237867.386,"j"
"TIM","TOTAL_F","DF6","USA","1993","USD","6","2010",232776.216,"j"
"TIM","TOTAL_F","DF6","USA","1994","USD","6","2010",232680.483,"j"
"TIM","TOTAL_F","DF6","USA","1995","USD","6","2010",247364.122,"j"
"TIM","TOTAL_F","DF6","USA","1996","USD","6","2010",261029.428,"j"
"TIM","TOTAL_F","DF6","USA","1997","USD","6","2010",275991.545,"j"
"TIM","TOTAL_F","DF6","USA","1998","USD","6","2010",291287.673,"a; j"
"TIM","TOTAL_F","DF6","USA","1999","USD","6","2010",310429.641,"j"
"TIM","TOTAL_F","DF6","USA","2000","USD","6","2010",333146.143,"j"
"TIM","TOTAL_F","DF6","USA","2001","USD","6","2010",338685.072,"j"
"TIM","TOTAL_F","DF6","USA","2002","USD","6","2010",333151.403,"j"
"TIM","TOTAL_F","DF6","USA","2003","USD","6","2010",342930.814,"a; j"
"TIM","TOTAL_F","DF6","USA","2004","USD","6","2010",347142.184,"j"
"TIM","TOTAL_F","DF6","USA","2005","USD","6","2010",361065.975,"j"
"TIM","TOTAL_F","DF6","USA","2006","USD","6","2010",377206.793,"j"
"TIM","TOTAL_F","DF6","USA","2007","USD","6","2010",395493.316,"j"
"TIM","TOTAL_F","DF6","USA","2008","USD","6","2010",415342.27,"j"
"TIM","TOTAL_F","DF6","USA","2009","USD","6","2010",411368.639,"j"
"TIM","TOTAL_F","DF6","USA","2010","USD","6","2010",410093,"j"
"TIM","TOTAL_F","DF6","USA","2011","USD","6","2010",421097.894,"j"
"TIM","TOTAL_F","DF6","USA","2012","USD","6","2010",420493.734,"j"
"TIM","TOTAL_F","DF6","USA","2013","USD","6","2010",433248.591,"j"
"TIM","TOTAL_F","DF6","USA","2014","USD","6","2010",445854.464,"j"
"TIM","TOTAL_F","DF6","USA","2015","USD","6","2010",462765.554,"p; j"
"TIM","TOTAL_F","DF6","ARG","1996","USD","6","2010",1929.938,
"TIM","TOTAL_F","DF6","ARG","1997","USD","6","2010",2097.102,
"TIM","TOTAL_F","DF6","ARG","1998","USD","6","2010",2134.102,
"TIM","TOTAL_F","DF6","ARG","1999","USD","6","2010",2271.5,
"TIM","TOTAL_F","DF6","ARG","2000","USD","6","2010",2180.815,
"TIM","TOTAL_F","DF6","ARG","2001","USD","6","2010",2016.495,
